"id","issue_id","github_id","number","title","body","state","tema_relacionado","labels","comments_count","created_at","updated_at","closed_at","user_login","assignee","milestone","html_url","tempo_resolucao_dias"
"4","2802518264","2802518264","145284","[dynamo] `torch.compile` ICE on using a sourceless unspecialized NN module as branching condition","### 🐛 Describe the bug

This was exposed by #144906; minimal repro:

```python
import torch

class Cache(torch.nn.Module):
    def __init__(self):
        super().__init__()
        self.key_cache = []

    def __len__(self):
        return len(self.key_cache)

@torch.compile(backend=""eager"")
def f(x):
    cache = Cache()
    if cache:
        return x + 1
    return x + 2

f(torch.ones(1))
```

### Error logs

```
Traceback (most recent call last):
  File ""/Users/ryanguo99/Documents/work/scratch/test-cond.py"", line 18, in <module>
    f(torch.ones(1))
  File ""/Users/ryanguo99/Documents/work/pytorch/torch/_dynamo/eval_frame.py"", line 576, in _fn
    return fn(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^
  File ""/Users/ryanguo99/Documents/work/pytorch/torch/_dynamo/convert_frame.py"", line 1400, in __call__
    return self._torchdynamo_orig_callable(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/ryanguo99/Documents/work/pytorch/torch/_dynamo/convert_frame.py"", line 1184, in __call__
    result = self._inner_convert(
             ^^^^^^^^^^^^^^^^^^^^
  File ""/Users/ryanguo99/Documents/work/pytorch/torch/_dynamo/convert_frame.py"", line 565, in __call__
    return _compile(
           ^^^^^^^^^
  File ""/Users/ryanguo99/Documents/work/pytorch/torch/_dynamo/convert_frame.py"", line 1048, in _compile
    raise InternalTorchDynamoError(
  File ""/Users/ryanguo99/Documents/work/pytorch/torch/_dynamo/convert_frame.py"", line 997, in _compile
    guarded_code = compile_inner(code, one_graph, hooks, transform)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/ryanguo99/Documents/work/pytorch/torch/_utils_internal.py"", line 95, in wrapper_function
    return function(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/ryanguo99/Documents/work/pytorch/torch/_dynamo/convert_frame.py"", line 726, in compile_inner
    return _compile_inner(code, one_graph, hooks, transform)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/ryanguo99/Documents/work/pytorch/torch/_dynamo/convert_frame.py"", line 760, in _compile_inner
    out_code = transform_code_object(code, transform)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/ryanguo99/Documents/work/pytorch/torch/_dynamo/bytecode_transformation.py"", line 1403, in transform_code_object
    transformations(instructions, code_options)
  File ""/Users/ryanguo99/Documents/work/pytorch/torch/_dynamo/convert_frame.py"", line 236, in _fn
    return fn(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^
  File ""/Users/ryanguo99/Documents/work/pytorch/torch/_dynamo/convert_frame.py"", line 680, in transform
    tracer.run()
  File ""/Users/ryanguo99/Documents/work/pytorch/torch/_dynamo/symbolic_convert.py"", line 2913, in run
    super().run()
  File ""/Users/ryanguo99/Documents/work/pytorch/torch/_dynamo/symbolic_convert.py"", line 1083, in run
    while self.step():
          ^^^^^^^^^^^
  File ""/Users/ryanguo99/Documents/work/pytorch/torch/_dynamo/symbolic_convert.py"", line 993, in step
    self.dispatch_table[inst.opcode](self, inst)
  File ""/Users/ryanguo99/Documents/work/pytorch/torch/_dynamo/symbolic_convert.py"", line 598, in inner
    if truth_fn(mod):
       ^^^^^^^^^^^^^
  File ""/Users/ryanguo99/Documents/work/scratch/test-cond.py"", line 9, in __len__
    return len(self.key_cache)
               ^^^^^^^^^^^^^^
  File ""/Users/ryanguo99/Documents/work/pytorch/torch/nn/modules/module.py"", line 1938, in __getattr__
    raise AttributeError(
torch._dynamo.exc.InternalTorchDynamoError: AttributeError: 'Cache' object has no attribute 'key_cache'

from user code:
   File ""/Users/ryanguo99/Documents/work/scratch/test-cond.py"", line 14, in f
    if cache:
```

### Versions

MacOS, Python 3.12.5, main 18638b91fe3.

cc @chauhang @penguinwu @voznesenskym @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @amjames","closed","Refatoração","{triaged,""oncall: pt2"",""module: dynamo"",dynamo-triage-jan2025}",3,"2025-01-21 18:18:00","2025-01-28 19:45:20","2025-01-28 19:45:20","StrongerXi","StrongerXi",NULL,"https://github.com/pytorch/pytorch/issues/145284",7
"5","2802505066","2802505066","145283","[BE][export] add ""+export"" logging to de/serialization","adds de/serialization debug logging to `TORCH_LOGS=""+dynamic""`","closed","Refatoração","{Merged,ciflow/trunk,ciflow/inductor,""release notes: export""}",7,"2025-01-21 18:10:23","2025-01-23 19:48:53","2025-01-23 19:47:51","pianpwk",NULL,NULL,"https://github.com/pytorch/pytorch/pull/145283",2
"6","2802335734","2802335734","145280","Use TORCH_CHECK instead of std::runtime_error in stack.h and ivalue.h","TORCH_CHECK will preserve the stacktrace for when TORCH_CPP_SHOW_STACKTRACES=1, whereas std::runtime_error will not.

Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #145280","closed","Refatoração","{better-engineering,Merged,ciflow/trunk,""topic: not user facing""}",3,"2025-01-21 16:44:27","2025-01-21 23:04:13","2025-01-21 21:59:02","janeyx99",NULL,NULL,"https://github.com/pytorch/pytorch/pull/145280",0
"7","2633775875","2633775875","139657","Migrate inductor-perf-test-nightly.yml to use linux.aws.a100","We are deprecating the `linux.gcp.a100` runners, in favor of its AWS counterpart labeled `linux.aws.a100` given the fact it is cheaper and should perform just as well.","closed","Refatoração","{Merged,""topic: not user facing""}",7,"2024-11-04 20:30:10","2024-11-06 10:37:04","2024-11-05 20:24:29","jeanschmidt","jeanschmidt",NULL,"https://github.com/pytorch/pytorch/pull/139657",1
"8","2633608355","2633608355","139650","[FSDP2] Make module-to-state mapping use weakrefs","Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #139650

Without this, `del model` does not free memory of a module with FSDP2 applied.

cc @H-Huang @kwen2501 @wanchaol @fegin @fduwjj @wz337 @wconstab @d4l3k @c-p-i-o","closed","Refatoração","{""oncall: distributed"",Merged,ciflow/trunk,ciflow/periodic,ciflow/inductor,""release notes: distributed (fsdp2)""}",8,"2024-11-04 18:59:50","2024-12-06 02:12:16","2024-11-05 02:16:55","awgu",NULL,NULL,"https://github.com/pytorch/pytorch/pull/139650",1
"9","2633580676","2633580676","139649","Disable foreach tests for complex128 internally","Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #139649","closed","Refatoração","{Merged,ciflow/trunk,""topic: not user facing""}",3,"2024-11-04 18:47:05","2024-12-05 02:16:35","2024-11-04 23:24:49","janeyx99",NULL,NULL,"https://github.com/pytorch/pytorch/pull/139649",0
"10","2629706432","2629706432","139505","[BC-Breaking]Remove capture_pre_autograd_graph references in quantization","Summary:
As title

This is a BC-breaking change because graph produced by ""capture_pre_autograd_graph"" cannot be input to quantization anymore. But this is ok, since this API is deprecated for a while and is going to be deleted. We have removed all call sites of it. 


We remove the deprecated API references in code, docs, and tests.


We also removed two tests that specific to capture_pre_autograd_graph API.

Test Plan: CI

Differential Revision: D65351887




cc @ezyang @gchanan","closed","Refatoração","{""module: bc-breaking"",fb-exported,Merged,ciflow/trunk,""release notes: quantization"",""topic: bc breaking""}",38,"2024-11-01 19:12:02","2024-12-13 22:27:27","2024-12-13 22:26:24","yushangdi",NULL,NULL,"https://github.com/pytorch/pytorch/pull/139505",42
"11","2629690038","2629690038","139503","[ONNX] Add opset version to individual nodes when building the graph","Add opset version to individual nodes when building the graph in the new exporter to make it easier to convert opset versions.

cc @titaiwangms @shubhambhokare1","closed","Refatoração","{""module: onnx"",triaged}",0,"2024-11-01 19:01:40","2024-11-21 03:02:48","2024-11-21 03:02:48","justinchuby","justinchuby",NULL,"https://github.com/pytorch/pytorch/issues/139503",20
"12","2781582154","2781582154","144606","[mps/inductor] Add support for exp().","inductor/test_silu now passes after this change.

cc @kulinseth @albanD @malfet @DenisVieriu97 @jhavukainen @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @yf225 @chenyang78 @kadeng @muchulee8 @ColinPeppler @amjames @desertfire @chauhang @aakhundov","closed","Refatoração","{Merged,Reverted,ciflow/trunk,""topic: not user facing"",""module: mps"",ciflow/mps,""module: inductor"",""module: dynamo"",ciflow/inductor,ci-no-td}",12,"2025-01-11 03:30:30","2025-01-12 05:48:16","2025-01-12 00:38:13","dcci",NULL,NULL,"https://github.com/pytorch/pytorch/pull/144606",1
"13","2781567984","2781567984","144605","[inductor] Add unbacked symints binding in ShapeProp","Summary: ShapeProp  doesn't know how to propagate unbacked. Patch it up to propagate unbacked symints like PropagateUnbackedSymInts.

Test Plan:
```
buck run mode/dev-nosan  fbcode//caffe2/test:fx -- -r test_shape_prop_unbacked_sym
```

Differential Revision: D68050073




cc @ezyang @SherlockNoMad @EikanWang @jgong5 @wenzhe-nrv","closed","Refatoração","{fb-exported,Merged,ciflow/trunk,""release notes: fx"",fx}",124,"2025-01-11 02:52:04","2025-01-13 21:31:25","2025-01-13 21:30:22","yushangdi",NULL,NULL,"https://github.com/pytorch/pytorch/pull/144605",2
"15","2781504005","2781504005","144603","Modernize C++ code","Fixes #ISSUE_NUMBER


cc @jgong5 @mingfeima @XiaobingSuper @sanchitintel @ashokei @jingxu10 @voznesenskym @penguinwu @EikanWang @Guobing-Chen @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames","closed","Refatoração","{""module: cpu"",triaged,""open source"",Merged,ciflow/trunk,""release notes: mobile"",""release notes: quantization"",ciflow/mps,""module: dynamo"",ciflow/inductor}",3,"2025-01-11 01:40:15","2025-01-17 00:26:24","2025-01-17 00:25:21","cyyever",NULL,NULL,"https://github.com/pytorch/pytorch/pull/144603",6
"16","2781477674","2781477674","144597","[Dynamo] Supports autograd.Function forward returns constant","Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #144597

Fixes #144142

cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames","closed","Refatoração","{Merged,ciflow/trunk,""topic: not user facing"",""module: dynamo"",ciflow/inductor}",3,"2025-01-11 00:53:05","2025-01-12 03:58:06","2025-01-12 03:53:13","yanboliang",NULL,NULL,"https://github.com/pytorch/pytorch/pull/144597",1
"17","2781458424","2781458424","144596","[Pipelining] Refactor common utils from test_pp_dp","Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #144734
* __->__ #144596
* #144352

Split test_pp_dp into pp_ddp and pp_fsdp so its a bit more
concise and easier to add CP to the FSDP one.

Realize that 'use_new_runtime' parametrization was not even being used,
removing it saves a bunch of test time. We should migrate schedules to
the new runtime and have them be covered that way.  (And
test_schedule*.py are testing new runtime too).

cc @H-Huang @awgu @kwen2501 @wanchaol @fegin @fduwjj @wz337 @d4l3k @c-p-i-o","closed","Refatoração","{""oncall: distributed"",Merged,ciflow/trunk,""topic: not user facing"",""module: pipelining""}",3,"2025-01-11 00:18:45","2025-01-14 20:14:27","2025-01-14 20:13:21","wconstab",NULL,NULL,"https://github.com/pytorch/pytorch/pull/144596",3
"18","2781363704","2781363704","144592","[CUDA][TF32] Add some missing TF32 decorators to `test_nn.py`","Original authored by @bilal2vec 

cc @ptrblck @msaroufim @zasdfgbnm","closed","Refatoração","{""module: cuda"",""open source"",Merged,""module: tf32"",ciflow/trunk,""topic: not user facing""}",3,"2025-01-10 22:58:34","2025-01-11 16:22:03","2025-01-11 16:21:01","eqy",NULL,NULL,"https://github.com/pytorch/pytorch/pull/144592",1
"19","2781359048","2781359048","144591","[BE] Enable test_public_bindings on MacOS","I've tried it locally and it works.. (One more reason to xfail rather than skip)","closed","Refatoração","{Merged,ciflow/trunk,""topic: not user facing""}",3,"2025-01-10 22:55:28","2025-01-12 00:35:51","2025-01-12 00:34:49","malfet",NULL,NULL,"https://github.com/pytorch/pytorch/pull/144591",2
"20","2803103195","2803103195","145330","[be] fix flaky test aot_export_ cond caused by free symbol lifting and automatic dynamic shape","Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #145330

Fixes https://github.com/pytorch/pytorch/issues/139998#issuecomment-2605908426.

It seems to be an issue caused by the interaction between dynamoed hop X automatic dynamic shape X auto_lift_free symbols. The immediate error is that the asserteExpectedInline of the graph can sometimes be different e.g. see https://hud.pytorch.org/flakytest?name=test_aot_export_with_torch_cond&suite=TestAOTExport&limit=100, where sometimes the shapes are lifted as input to the cond and sometimes they're not. 

The root cause of the flakyness is that the two invocations of torch.cond triggers two torch.compile on the same code object ([code](https://github.com/pytorch/pytorch/blob/main/torch/_higher_order_ops/cond.py#L192)), and triggers automatic dynamic shape because in test_aot_export_with_torch_cond, x has shape (3, 4) while the pre_dispatch one has shape (2, 2). Because of we auto lift free symbols for dynamic shaped input, this causes cond sometimes have the shape as arguments and sometimes not.

This PR adds a simple fix by adding a _dynamo.reset before each torch.cond tests. This fixes the error by not triggering automatic dynamic shape.","closed","Refatoração","{Merged,ciflow/trunk,""topic: not user facing""}",9,"2025-01-22 00:41:07","2025-01-23 18:14:06","2025-01-23 18:13:01","ydwu4",NULL,NULL,"https://github.com/pytorch/pytorch/pull/145330",1
"21","2803080575","2803080575","145327","[utilization] pipeline to create clean db records","upload_utilization_script to generate db-ready-insert records to s3
- generate two files: metadata and timeseries in ossci-utilization buckets
- convert log record to db format ones
- add unit test job for tools/stats/

Related Prs:
setup composite action for data pipeline: https://github.com/pytorch/pytorch/pull/145310
add permission for composite action to access S3 bucket: https://github.com/pytorch-labs/pytorch-gha-infra/pull/595
add insert logic in s3 replicator: https://github.com/pytorch/test-infra/pull/6217","closed","Refatoração","{Merged,ciflow/trunk,""topic: not user facing""}",5,"2025-01-22 00:20:19","2025-01-29 23:49:56","2025-01-29 23:48:52","yangw-dev",NULL,NULL,"https://github.com/pytorch/pytorch/pull/145327",7
"30","2760246016","2760246016","143885","restore 'unused' variable to fix test_cuda_device_memory_allocated","This PR fix `test_cuda_multigpu.py::TestCudaMultiGPU::test_cuda_device_memory_allocated`
by restoring a deleted 'unused' variable from commit https://github.com/pytorch/pytorch/commit/d8c8ba24404ef892d4d948eb095b69d90b9ba7e6

cc @jithunnair-amd @jeffdaily @pruthvistony","closed","Refatoração","{""open source"",Merged,ciflow/trunk,""topic: not user facing""}",5,"2024-12-27 00:23:47","2024-12-27 23:19:18","2024-12-27 23:18:15","dnikolaev-amd",NULL,NULL,"https://github.com/pytorch/pytorch/pull/143885",0
"22","2803025609","2803025609","145322","[S481486] Move MTIA dynamic library loading from __init__.py to a separate module","Summary: As titled

Test Plan:
- Passed CI tests

buck2 test 'fbcode//mode/opt' fbcode//ai_infra/distributed_ai/pyper_local_run/tests/integration_tests:test_icvr_e2e_gpu -- --exact 'ai_infra/distributed_ai/pyper_local_run/tests/integration_tests:test_icvr_e2e_gpu - test_icvr_e2e_gpu (ai_infra.distributed_ai.pyper_local_run.tests.integration_tests.test_icvr_e2e_gpu.TestIcvrE2EGpu)' --run-disabled
```


https://www.internalfb.com/intern/testinfra/testconsole/testrun/9007199320480497/

Differential Revision: D68463242","closed","Refatoração","{fb-exported,Merged,ciflow/trunk,""topic: not user facing""}",7,"2025-01-21 23:29:17","2025-01-22 23:40:47","2025-01-22 23:39:45","chaos5958",NULL,NULL,"https://github.com/pytorch/pytorch/pull/145322",1
"23","2595758108","2595758108","138262","Update viable strict workflow","Corresponds to https://github.com/pytorch/test-infra/pull/5775

Tested in https://github.com/pytorch/pytorch/actions/runs/11393196544/job/31700963325?pr=138262 by adding my branch to the environment and pointing the workflow at my test-infra branch and commenting out the parts that did the push + upload record to s3


Versioning would have been good for this...","closed","Refatoração","{Merged,""topic: not user facing""}",3,"2024-10-17 21:09:34","2024-11-18 02:11:01","2024-10-18 17:28:57","clee2000",NULL,NULL,"https://github.com/pytorch/pytorch/pull/138262",1
"60","2653348877","2653348877","140451","[FR] Polish the log message for dtype mismatch and don't exit when too many mismatch","Summary:
1. We don't want to exit with exceptions when there are so many mismatches. We should just break and return.
2. Polish the message of dtype mismatch. This is because dtype of input/output is actually a list not a string. So we don't want to show a list of ['double'] in the output message.

Test Plan:
Testing on the case when we see too many collective dtype mismatch

 {F1958467224}

Differential Revision: D65841830




cc @H-Huang @awgu @kwen2501 @wanchaol @fegin @wz337 @wconstab @d4l3k @c-p-i-o","closed","Refatoração","{""oncall: distributed"",fb-exported,Merged,ciflow/trunk,""topic: not user facing""}",8,"2024-11-12 21:18:48","2024-11-13 07:25:58","2024-11-13 07:24:55","fduwjj",NULL,NULL,"https://github.com/pytorch/pytorch/pull/140451",1
"24","2595753960","2595753960","138260","Bugfix for passing None args to user defined Triton kernel","This is a PR to fix the following issue: https://github.com/pytorch/pytorch/issues/115344

In short, passing None as an arg. to a Triton kernel would cause problems:

Short repro of the specific bug fixed here:
```
import triton
import triton.language as tl

@triton.autotune( # E: Untyped decorator makes function ""sin_kernel"" untyped  [misc]
    configs=[
        triton.Config({'BLOCK_SIZE': 32}, num_stages=5, num_warps=2),
        triton.Config({'BLOCK_SIZE': 64}, num_stages=4, num_warps=4),
    ],
    key=['n_elements']
)
@triton.jit # E: Untyped decorator makes function ""sin_kernel"" untyped  [misc]
def sin_kernel( # E: Function is missing a return type annotation  [no-untyped-def]
    in_ptr0,
    out_ptr,
    n_elements,
    BLOCK_SIZE: ""tl.constexpr"",
):
    pid = tl.program_id(axis=0)
    block_start = pid * BLOCK_SIZE
    offsets = block_start + tl.arange(0, BLOCK_SIZE)
    mask = offsets < n_elements
    if in_ptr0 is not None:
        x = tl.load(in_ptr0 + offsets, mask=mask)
    else:
        x = 0.
    output = tl.sin(x)
    tl.store(out_ptr + offsets, output, mask=mask)

import torch

def sin_triton(x, out):
    n_elements = out.numel()
    sin_kernel[(n_elements,)](x, out, n_elements)

x = torch.randn(65, device=""cuda"")
out = torch.empty_like(x)
out_compiled = torch.empty_like(x)

sin_triton_compiled = torch.compile(fullgraph=True)(sin_triton)

for first in (x, None):
    sin_triton(first, out)
    sin_triton_compiled(first, out_compiled)
    torch.testing.assert_close(out, out_compiled)
```
I've added a unit test to catch this issue in the future and the tests in ""test/inductor/test_triton_kernels.py""


topic: not user facing

================================================================================
Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #138260


cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @yf225 @chenyang78 @kadeng @muchulee8 @ColinPeppler @amjames @desertfire @chauhang @aakhundov

Differential Revision: [D64615061](https://our.internmc.facebook.com/intern/diff/D64615061)","closed","Refatoração","{ciflow/trunk,""topic: not user facing"",""module: inductor"",ciflow/inductor}",9,"2024-10-17 21:06:36","2024-11-21 02:08:00","2024-10-21 14:56:49","SamGinzburg",NULL,NULL,"https://github.com/pytorch/pytorch/pull/138260",4
"25","2595749670","2595749670","138259","[ROCm] index_put performance improvement","On ROCm, using a non-vectorized index_put kernel provides ~2x perf improvement over the hipified CUDA kernel.  None of the existing unit tests were exercising the large index case so a new unit test was added.

It was also noted that the scale value in the original kernel was hard-coded to 1.0 which would be a no-op, so it was removed from the simplified rocm kernel.

cc @sunway513 @jithunnair-amd @pruthvistony @ROCmSupport @dllehr-amd @jataylo @hongxiayang @naromero77amd","closed","Refatoração","{""module: rocm"",triaged,""open source"",Merged,ciflow/trunk,""topic: not user facing"",rocm,ciflow/rocm}",4,"2024-10-17 21:03:30","2024-10-22 15:22:49","2024-10-22 15:21:46","jeffdaily",NULL,NULL,"https://github.com/pytorch/pytorch/pull/138259",5
"26","2595742712","2595742712","138258","more tests passing","Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* (to be filled)



cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @yf225 @chenyang78 @kadeng @muchulee8 @ColinPeppler @amjames @desertfire @chauhang","closed","Refatoração","{""module: inductor"",ciflow/inductor}",2,"2024-10-17 20:59:21","2024-12-01 02:19:50","2024-10-17 20:59:54","SamGinzburg",NULL,NULL,"https://github.com/pytorch/pytorch/pull/138258",0
"27","2595742509","2595742509","138257","fewer failing tests","Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* (to be filled)



cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @yf225 @chenyang78 @kadeng @muchulee8 @ColinPeppler @amjames @desertfire @chauhang","closed","Refatoração","{""module: inductor"",ciflow/inductor}",2,"2024-10-17 20:59:14","2024-12-01 02:19:47","2024-10-17 21:00:07","SamGinzburg",NULL,NULL,"https://github.com/pytorch/pytorch/pull/138257",0
"28","2760613728","2760613728","143898","pytorch2.5.1的版本支持这个算子了吗：aclnnFusedInferAttentionScoreV2","pytorch2.5.1的版本支持这个算子了吗：aclnnFusedInferAttentionScoreV2

cc @NmomoN @mengpenghui @fwenguang @cdzhan @1274085042 @PHLens","closed","Refatoração","{""triage review"",""module: PrivateUse1""}",3,"2024-12-27 09:05:29","2025-01-06 18:06:17","2025-01-06 18:06:17","ZWQ2-A11Y",NULL,NULL,"https://github.com/pytorch/pytorch/issues/143898",10
"29","2760568736","2760568736","143897","[Inductor][CPP] Enable Epilogue Fusion for Grouped GEMM Template","Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #143897
* #143796

**Summary**
In this PR, we enable the epilogues fusion and code generation for Grouped GEMM. Here are the high-level description of how we implement it.

**Fusion**

- The Grouped GEMM Template produces a `Template Buffer` with a `MultiOutputLayout` and a set of `MultiOutput Buffers`, where each buffer corresponds to a specific GEMM.
- During the initial round of fusion, the `Template Buffer` and all associated `MultiOutput Buffers` are fused into a `FusedSchedulerNode` by extending the existing fusion design.
- In subsequent fusion rounds, this `FusedSchedulerNode` can further fuse with its epilogues, following the original fusion design principles.

**Code Gen**
We maintain a list of epilogues and codegen it one by one.

- If any of the GEMM has bias, we create  a extra `bias_add` epilogue and prepend it at first of the epilogue list.
- If any of the GEMM has no epilogue, we create a `to_bf16` copy epilogue and append it at last of the epilogue list. 

**TestPlan**
```
python -u -m pytest -s -v test/inductor/test_cpu_select_algorithm.py -k test_grouped_linear_epilogue
```

cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @yf225 @chenyang78 @kadeng @muchulee8 @ColinPeppler @amjames @desertfire @chauhang @aakhundov @BoyuanFeng","closed","Refatoração","{""open source"",Merged,ciflow/trunk,""topic: not user facing"",""module: inductor"",ciflow/inductor}",3,"2024-12-27 08:20:33","2025-01-14 06:08:57","2025-01-14 06:07:52","leslie-fang-intel",NULL,NULL,"https://github.com/pytorch/pytorch/pull/143897",18
"260","2653906186","2653906186","140491","Add `cmake` to requirements.txt","As one can not build PyTorch in clean venv if cmake is not installed","closed","Refatoração","{Merged,""topic: not user facing""}",3,"2024-11-13 02:12:09","2024-12-12 22:31:14","2024-11-13 02:53:27","malfet",NULL,NULL,"https://github.com/pytorch/pytorch/pull/140491",0
"31","2760194003","2760194003","143882","Add support for list, tuple and dict in numeric debugger","Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #143882

Summary:
Previously numeric debugger only supports torch.Tensor, this PR adds support for list, tuple and dict as well

Test Plan:
python test/test_quantization.py -k test_extract_results_from_loggers_list_output

Reviewers:

Subscribers:

Tasks:

Tags:

Differential Revision: [D67660049](https://our.internmc.facebook.com/intern/diff/D67660049)","closed","Refatoração","{Merged,ciflow/trunk,""release notes: quantization""}",6,"2024-12-26 22:33:39","2025-01-28 02:04:00","2024-12-28 02:10:33","jerryzh168",NULL,NULL,"https://github.com/pytorch/pytorch/pull/143882",2
"32","2678652406","2678652406","141223","[dtensor][random] allow user to manual_seed different seed on device mesh; only sync RNG state in WORLD when manual_seed has not been called","Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #141532
* __->__ #141223
* #141220
* #141731

**Summary**
This PR proposes 4 changes to DTensor RNG management:
1. DTensor allows users to eagerly initialize the RNG tracker by calling `torch.distributed.tensor._random.manual_seed`.
2. DTensor `manual_seed` no longer checks the integrity of the `seed` argument. Users are responsible for setting the same seed on all ranks within an SPMD group, but if there are multiple separate SPMD groups (e.g. across pipeline stages), users should set a _different_ seed for each SPMD group. For cases like Pipeline Parallel, users can set different initial seed for pipelining stages by calling
```
world_mesh = init_device_mesh(
    device_type=""cuda"",
    mesh_shape=(2, 2, 2),
    mesh_dim_names=(""pp"", ""dp"", ""tp""),
)
pp_mesh = world_mesh[""pp""]
pp_rank = pp_mesh.get_local_rank()
spmd_mesh = world_mesh[""dp"", ""tp""]._flatten(""spmd"")  # this flattening is only needed if you need to call collective over this mesh
torch.distributed.tensor._random.manual_seed(123+pp_rank, spmd_mesh)
```

In other word, if users want to call `torch.distributed.tensor._random.manual_seed`, they will be responsible for passing in the right value and DTensor won't perform any checks on it. If the current rank is not a part of the mesh, it will use the current device RNG state to initialize.

3. `OffsetBasedRNGTracker` still performs RNG state synchronization by broadcasting the RNG state on rank 0 to `WORLD`. However, calling `torch.distributed.tensor._random.manual_seed` is an exception. In this case, no broadcast will happen.

4. Enforce that the `manual_seed` call only accept ""full mesh"" i.e. the DTensor RNG state on every rank must be set through the call. This makes sure that no rank has its RNG state left uninitialized and the SPMD ranks have their RNG state synchronous.

**Motivation**
tl;dr

1. Lazily initializing DTensor RNG tracker causes hang in non-SPMD code such as Pipeline Parallel.
2. Users may want to set different seed on ranks in one device mesh.
3. We want to keep the old behavior if users prefer not curating the RNG state and want to have DTensor take care of it.

see detail in https://github.com/pytorch/pytorch/issues/140301

**Test**
`pytest test/distributed/_tensor/test_random_ops.py`
`pytest test/distributed/tensor/parallel/test_tp_random_state.py`



cc @wanchaol @tianyu-l @wz337 @d4l3k @H-Huang @awgu @kwen2501 @fegin @fduwjj @wconstab @c-p-i-occ @c-p-i-o","closed","Refatoração","{""oncall: distributed"",Merged,""module: dtensor"",""release notes: distributed (dtensor)""}",5,"2024-11-21 09:10:54","2024-12-30 02:08:24","2024-11-29 07:59:38","XilunWu",NULL,NULL,"https://github.com/pytorch/pytorch/pull/141223",8
"34","2625660572","2625660572","139350","Clean up Android jobs in CI","As an outcome of https://fburl.com/gdoc/voce5o06 and confirm with @iseeyuan, we can now clean up Android lite interpreter jobs on PyTorch CI. There is not much value in running them anymore.

It's stated in https://github.com/pytorch/android-demo-app/blob/master/README.md that ExecuTorch is the replacement now.","closed","Refatoração","{Merged,""topic: not user facing"",test-config/default}",3,"2024-10-31 00:35:26","2024-11-01 21:11:26","2024-11-01 21:10:22","huydhn",NULL,NULL,"https://github.com/pytorch/pytorch/pull/139350",1
